version,2.1.0
info,balls_per_over,6
info,team,West Indies
info,team,England
info,gender,male
info,season,2018/19
info,date,2019/03/10
info,event,England tour of West Indies
info,match_number,3
info,venue,"Warner Park, St Kitts"
info,city,Basseterre
info,toss_winner,West Indies
info,toss_decision,bat
info,player_of_match,DJ Willey
info,umpire,N Duguid
info,umpire,LS Reifer
info,reserve_umpire,Jonathan Blades
info,tv_umpire,GO Brathwaite
info,match_referee,AJ Pycroft
info,winner,England
info,winner_wickets,8
info,player,West Indies,SD Hope
info,player,West Indies,JD Campbell
info,player,West Indies,SO Hetmyer
info,player,West Indies,DM Bravo
info,player,West Indies,JO Holder
info,player,West Indies,N Pooran
info,player,West Indies,FA Allen
info,player,West Indies,CR Brathwaite
info,player,West Indies,D Bishoo
info,player,West Indies,SS Cottrell
info,player,West Indies,OC McCoy
info,player,England,AD Hales
info,player,England,JM Bairstow
info,player,England,JE Root
info,player,England,EJG Morgan
info,player,England,JL Denly
info,player,England,SW Billings
info,player,England,DJ Willey
info,player,England,TK Curran
info,player,England,CJ Jordan
info,player,England,AU Rashid
info,player,England,MA Wood
info,registry,people,AD Hales,92aeac25
info,registry,people,AJ Pycroft,685d3f80
info,registry,people,AU Rashid,249d60c9
info,registry,people,CJ Jordan,ffe699c0
info,registry,people,CR Brathwaite,e342e5fb
info,registry,people,D Bishoo,7a80ddf2
info,registry,people,DJ Willey,7f048519
info,registry,people,DM Bravo,14b14cd8
info,registry,people,EJG Morgan,d2a6c0e6
info,registry,people,FA Allen,b52ffbbd
info,registry,people,GO Brathwaite,1ace56d4
info,registry,people,JD Campbell,6fd0c8e1
info,registry,people,JE Root,a343262c
info,registry,people,JL Denly,bdadf7da
info,registry,people,JM Bairstow,abb83e27
info,registry,people,JO Holder,0f721006
info,registry,people,Jonathan Blades,ef9a3298
info,registry,people,LS Reifer,5dee559a
info,registry,people,MA Wood,8d92a2c3
info,registry,people,N Duguid,64495506
info,registry,people,N Pooran,3241e3fd
info,registry,people,OC McCoy,529eb9e0
info,registry,people,SD Hope,1fc6ef83
info,registry,people,SO Hetmyer,48a1d7b7
info,registry,people,SS Cottrell,a1d053dd
info,registry,people,SW Billings,c16d4035
info,registry,people,TK Curran,e86754b2
