version,2.1.0
info,balls_per_over,6
info,team,Bangladesh
info,team,England
info,gender,male
info,season,2005
info,date,2005/06/16
info,event,NatWest Challenge
info,match_number,1
info,venue,Kennington Oval
info,city,London
info,toss_winner,England
info,toss_decision,field
info,player_of_match,ME Trescothick
info,umpire,MR Benson
info,umpire,Aleem Dar
info,tv_umpire,NJ Llong
info,match_referee,JJ Crowe
info,winner,England
info,winner_wickets,10
info,player,Bangladesh,Javed Omar
info,player,Bangladesh,Nafees Iqbal
info,player,Bangladesh,Mohammad Ashraful
info,player,Bangladesh,Tushar Imran
info,player,Bangladesh,Habibul Bashar
info,player,Bangladesh,Aftab Ahmed
info,player,Bangladesh,Khaled Mashud
info,player,Bangladesh,Mohammad Rafique
info,player,Bangladesh,Mashrafe Mortaza
info,player,Bangladesh,Khaled Mahmud
info,player,Bangladesh,Nazmul Hossain
info,player,England,ME Trescothick
info,player,England,AJ Strauss
info,player,England,MP Vaughan
info,player,England,PD Collingwood
info,player,England,A Flintoff
info,player,England,KP Pietersen
info,player,England,GO Jones
info,player,England,VS Solanki
info,player,England,J Lewis
info,player,England,D Gough
info,player,England,SJ Harmison
info,registry,people,A Flintoff,ddc0828d
info,registry,people,AJ Strauss,b68d14a9
info,registry,people,Aftab Ahmed,53bc7b84
info,registry,people,Aleem Dar,f02778d1
info,registry,people,D Gough,fcbf5a30
info,registry,people,GO Jones,2e929b99
info,registry,people,Habibul Bashar,e74ad9ea
info,registry,people,J Lewis,6c75310b
info,registry,people,JJ Crowe,2e760301
info,registry,people,Javed Omar,e15faa51
info,registry,people,KP Pietersen,39f01cdb
info,registry,people,Khaled Mahmud,0c8a1d51
info,registry,people,Khaled Mashud,ade071c5
info,registry,people,ME Trescothick,ea42ddb9
info,registry,people,MP Vaughan,6e1b1ec0
info,registry,people,MR Benson,790e14d3
info,registry,people,Mashrafe Mortaza,e186f49c
info,registry,people,Mohammad Ashraful,2bb09eb2
info,registry,people,Mohammad Rafique,7ff3fcaa
info,registry,people,NJ Llong,573fb985
info,registry,people,Nafees Iqbal,c5b87d8c
info,registry,people,Nazmul Hossain,5e5eab39
info,registry,people,PD Collingwood,a386e91b
info,registry,people,SJ Harmison,c16d2e28
info,registry,people,Tushar Imran,b58af144
info,registry,people,VS Solanki,7ee2ce62
