version,2.1.0
info,balls_per_over,6
info,team,Australia
info,team,Pakistan
info,gender,male
info,season,2009/10
info,date,2009/09/30
info,event,ICC Champions Trophy
info,match_number,11
info,venue,SuperSport Park
info,city,Centurion
info,toss_winner,Australia
info,toss_decision,field
info,player_of_match,MEK Hussey
info,umpire,BF Bowden
info,umpire,AL Hill
info,reserve_umpire,Asad Rauf
info,tv_umpire,IJ Gould
info,match_referee,J Srinath
info,winner,Australia
info,winner_wickets,2
info,player,Australia,SR Watson
info,player,Australia,TD Paine
info,player,Australia,RT Ponting
info,player,Australia,MEK Hussey
info,player,Australia,CJ Ferguson
info,player,Australia,CL White
info,player,Australia,JR Hopes
info,player,Australia,MG Johnson
info,player,Australia,B Lee
info,player,Australia,NM Hauritz
info,player,Australia,PM Siddle
info,player,Pakistan,Kamran Akmal
info,player,Pakistan,Shahid Afridi
info,player,Pakistan,Younis Khan
info,player,Pakistan,Shoaib Malik
info,player,Pakistan,Mohammad Yousuf
info,player,Pakistan,Misbah-ul-Haq
info,player,Pakistan,Umar Akmal
info,player,Pakistan,Naved-ul-Hasan
info,player,Pakistan,Umar Gul
info,player,Pakistan,Mohammad Asif
info,player,Pakistan,Saeed Ajmal
info,registry,people,AL Hill,4165ced0
info,registry,people,Asad Rauf,861606b7
info,registry,people,B Lee,dd09ff8e
info,registry,people,BF Bowden,efc0a862
info,registry,people,CJ Ferguson,9b4935c8
info,registry,people,CL White,d0513f63
info,registry,people,IJ Gould,a9dfdf6c
info,registry,people,J Srinath,bad31fac
info,registry,people,JR Hopes,2498e163
info,registry,people,Kamran Akmal,ff077124
info,registry,people,MEK Hussey,48fd7349
info,registry,people,MG Johnson,f5180fe6
info,registry,people,Misbah-ul-Haq,7eae4418
info,registry,people,Mohammad Asif,e03b66ec
info,registry,people,Mohammad Yousuf,e237b28c
info,registry,people,NM Hauritz,8ea6e670
info,registry,people,Naved-ul-Hasan,33f28243
info,registry,people,PM Siddle,bd93fea4
info,registry,people,RT Ponting,7d415ea5
info,registry,people,SR Watson,4329fbb5
info,registry,people,Saeed Ajmal,05d74535
info,registry,people,Shahid Afridi,0dc00542
info,registry,people,Shoaib Malik,64c34cd0
info,registry,people,TD Paine,5748e866
info,registry,people,Umar Akmal,fd2bf2a0
info,registry,people,Umar Gul,16dfcc19
info,registry,people,Younis Khan,33cb3411
