version,2.1.0
info,balls_per_over,6
info,team,New Zealand
info,team,Pakistan
info,gender,male
info,season,2009/10
info,date,2009/11/12
info,event,Pakistan v New Zealand T20I Series
info,match_number,1
info,venue,Dubai International Cricket Stadium
info,city,
info,toss_winner,New Zealand
info,toss_decision,field
info,player_of_match,Imran Nazir
info,umpire,Nadeem Ghauri
info,umpire,Zameer Haider
info,reserve_umpire,Iftikhar Ali
info,match_referee,AJ Pycroft
info,winner,Pakistan
info,winner_runs,49
info,player,New Zealand,BB McCullum
info,player,New Zealand,MJ Guptill
info,player,New Zealand,LRPL Taylor
info,player,New Zealand,SB Styris
info,player,New Zealand,BJ Watling
info,player,New Zealand,NT Broom
info,player,New Zealand,NL McCullum
info,player,New Zealand,IG Butler
info,player,New Zealand,SE Bond
info,player,New Zealand,TG Southee
info,player,New Zealand,AJ Redmond
info,player,Pakistan,Imran Nazir
info,player,Pakistan,Kamran Akmal
info,player,Pakistan,Umar Akmal
info,player,Pakistan,Shahid Afridi
info,player,Pakistan,Shoaib Malik
info,player,Pakistan,Fawad Alam
info,player,Pakistan,Abdul Razzaq
info,player,Pakistan,Sohail Tanvir
info,player,Pakistan,Mohammad Amir
info,player,Pakistan,Umar Gul
info,player,Pakistan,Saeed Ajmal
info,registry,people,AJ Pycroft,685d3f80
info,registry,people,AJ Redmond,48f177f5
info,registry,people,Abdul Razzaq,390ff45b
info,registry,people,BB McCullum,b8a55852
info,registry,people,BJ Watling,928670cc
info,registry,people,Fawad Alam,61f05b05
info,registry,people,IG Butler,b68a30f0
info,registry,people,Iftikhar Ali,fc537391
info,registry,people,Imran Nazir,3eb7c45d
info,registry,people,JEC Franklin,cf73ad76
info,registry,people,Kamran Akmal,ff077124
info,registry,people,LRPL Taylor,b61a3e1a
info,registry,people,MJ Guptill,2be41edb
info,registry,people,Mohammad Amir,e174dadd
info,registry,people,NL McCullum,5673a3fc
info,registry,people,NT Broom,a354c917
info,registry,people,Nadeem Ghauri,8387d138
info,registry,people,SB Styris,57efa3be
info,registry,people,SE Bond,4f629497
info,registry,people,Saeed Ajmal,05d74535
info,registry,people,Shahid Afridi,0dc00542
info,registry,people,Shoaib Malik,64c34cd0
info,registry,people,Sohail Tanvir,64d43928
info,registry,people,TG Southee,13c35c9e
info,registry,people,Umar Akmal,fd2bf2a0
info,registry,people,Umar Gul,16dfcc19
info,registry,people,Zameer Haider,5537565f
